Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Win Bytes Fwd,Init Win Bytes Bwd,Act Data Pkt Fwd,Min Seg Size Fwd,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
9186,53,17,554,1,1,32,203,32,32,32,0,203,203,203,0,4241877256,3610108303,554,0,554,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1805054152,1805054152,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
10543,53,17,290362,1,1,32,64,32,32,32,0,64,64,64,0,3306217756,6887953658,290362,0,290362,290362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3443976829,3443976829,32,64,4266666667,1847520861,3413333333,0,0,0,0,0,0,0,0,1,64,32,64,0,0,0,0,0,0,1,32,1,64,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
11885,53,17,1493,1,1,44,84,44,44,44,0,84,84,84,0,8573342264,1339584729,1493,0,1493,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6697923644,6697923644,44,84,5733333333,2309401077,5333333333,0,0,0,0,0,0,0,0,1,86,44,84,0,0,0,0,0,0,1,44,1,84,-1,-1,0,8,0,0,0,0,0,0,0,0,GeneralMalware
11901,53,17,520,1,1,32,203,32,32,32,0,203,203,203,0,4519230769,3846153846,520,0,520,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1923076923,1923076923,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
12307,53,17,477,1,1,32,203,32,32,32,0,203,203,203,0,4926624738,4192872117,477,0,477,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2096436059,2096436059,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
12805,53,17,1376,1,1,36,182,36,36,36,0,182,182,182,0,1584302326,1453488372,1376,0,1376,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,726744186,726744186,36,182,8466666667,842931393,7105333333,0,0,0,0,0,0,0,0,1,127,36,182,0,0,0,0,0,0,1,36,1,182,-1,-1,0,8,0,0,0,0,0,0,0,0,GeneralMalware
13924,53,17,495,1,1,32,203,32,32,32,0,203,203,203,0,4747474747,404040404,495,0,495,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,202020202,202020202,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
14028,53,17,364011,1,1,28,102,28,28,28,0,102,102,102,0,3571320647,5494339457,364011,0,364011,364011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2747169728,2747169728,28,102,5266666667,4272391992,1825333333,0,0,0,0,0,0,0,0,1,79,28,102,0,0,0,0,0,0,1,28,1,102,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
15507,53,17,515,1,1,32,184,32,32,32,0,184,184,184,0,4194174757,3883495146,515,0,515,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1941747573,1941747573,32,184,8266666667,8775724092,7701333333,0,0,0,0,0,0,0,0,1,124,32,184,0,0,0,0,0,0,1,32,1,184,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
15660,443,17,437749,7,8,5452,5446,1350,38,7788571429,6912798345,1350,30,680.75,610123114,2489554516,3426621192,3126778571,3939478449,129408,2,437749,7295816667,1062204534,256374,2,393439,5620557143,5238768371,129408,85,0,0,0,0,56,64,1599089889,1827531302,30,1350,32,6257426521,3915538667,0,0,0,0,0,0,0,0,1,8165333333,7788571429,680.75,0,0,0,0,0,0,7,5452,8,5446,-1,-1,6,8,0,0,0,0,0,0,0,0,GeneralMalware
15878,53,17,514,1,1,32,203,32,32,32,0,203,203,203,0,4571984436,3891050584,514,0,514,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1945525292,1945525292,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
16135,53,17,1242,1,1,32,64,32,32,32,0,64,64,64,0,7729468599,1610305958,1242,0,1242,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8051529791,8051529791,32,64,4266666667,1847520861,3413333333,0,0,0,0,0,0,0,0,1,64,32,64,0,0,0,0,0,0,1,32,1,64,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
16893,53,17,527,1,1,36,270,36,36,36,0,270,270,270,0,5806451613,3795066414,527,0,527,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1897533207,1897533207,36,270,114,135099963,18252,0,0,0,0,0,0,0,0,1,171,36,270,0,0,0,0,0,0,1,36,1,270,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
18058,53,17,520,1,1,32,203,32,32,32,0,203,203,203,0,4519230769,3846153846,520,0,520,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1923076923,1923076923,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
18700,53,17,1316,1,1,32,64,32,32,32,0,64,64,64,0,7294832827,1519756839,1316,0,1316,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7598784195,7598784195,32,64,4266666667,1847520861,3413333333,0,0,0,0,0,0,0,0,1,64,32,64,0,0,0,0,0,0,1,32,1,64,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
19393,53,17,542,1,1,32,203,32,32,32,0,203,203,203,0,4335793358,36900369,542,0,542,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,184501845,184501845,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
21509,53,17,546,1,1,32,203,32,32,32,0,203,203,203,0,4304029304,3663003663,546,0,546,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1831501832,1831501832,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
21619,53,17,652,1,1,32,203,32,32,32,0,203,203,203,0,3604294479,3067484663,652,0,652,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1533742331,1533742331,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
21748,53,17,542,1,1,32,184,32,32,32,0,184,184,184,0,3985239852,36900369,542,0,542,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,184501845,184501845,32,184,8266666667,8775724092,7701333333,0,0,0,0,0,0,0,0,1,124,32,184,0,0,0,0,0,0,1,32,1,184,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
21861,53,17,544,1,1,32,184,32,32,32,0,184,184,184,0,3970588235,3676470588,544,0,544,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1838235294,1838235294,32,184,8266666667,8775724092,7701333333,0,0,0,0,0,0,0,0,1,124,32,184,0,0,0,0,0,0,1,32,1,184,-1,-1,0,8,0,0,0,0,0,0,0,0,GeneralMalware
22184,53,17,1234,1,1,32,64,32,32,32,0,64,64,64,0,7779578606,1620745543,1234,0,1234,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8103727715,8103727715,32,64,4266666667,1847520861,3413333333,0,0,0,0,0,0,0,0,1,64,32,64,0,0,0,0,0,0,1,32,1,64,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
23465,53,17,794,1,1,37,335,37,37,37,0,335,335,335,0,4685138539,2518891688,794,0,794,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1259445844,1259445844,37,335,1363333333,1720503802,2960133333,0,0,0,0,0,0,0,0,1,9,37,335,0,0,0,0,0,0,1,37,1,335,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
23496,53,17,261651,1,1,28,102,28,28,28,0,102,102,102,0,496845034,7643769754,261651,0,261651,261651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3821884877,3821884877,28,102,5266666667,4272391992,1825333333,0,0,0,0,0,0,0,0,1,79,28,102,0,0,0,0,0,0,1,28,1,102,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
23787,53,17,301011,1,1,32,203,32,32,32,0,203,203,203,0,7807023664,6644275458,301011,0,301011,301011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3322137729,3322137729,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
23806,53,17,538,1,1,31,272,31,31,31,0,272,272,272,0,563197026,3717472119,538,0,538,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1858736059,1858736059,31,272,1113333333,1391414149,1936033333,0,0,0,0,0,0,0,0,1,167,31,272,0,0,0,0,0,0,1,31,1,272,-1,-1,0,8,0,0,0,0,0,0,0,0,GeneralMalware
23811,53,17,511061,1,1,28,102,28,28,28,0,102,102,102,0,2543727657,3913427164,511061,0,511061,511061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1956713582,1956713582,28,102,5266666667,4272391992,1825333333,0,0,0,0,0,0,0,0,1,79,28,102,0,0,0,0,0,0,1,28,1,102,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
24322,53,17,573,1,1,32,203,32,32,32,0,203,203,203,0,410122164,3490401396,573,0,573,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1745200698,1745200698,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
24334,53,17,63,1,1,32,64,32,32,32,0,64,64,64,0,1523809524,3174603175,63,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1587301587,1587301587,32,64,4266666667,1847520861,3413333333,0,0,0,0,0,0,0,0,1,64,32,64,0,0,0,0,0,0,1,32,1,64,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
25179,53,17,363991,1,1,28,102,28,28,28,0,102,102,102,0,3571516878,5494641351,363991,0,363991,363991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2747320676,2747320676,28,102,5266666667,4272391992,1825333333,0,0,0,0,0,0,0,0,1,79,28,102,0,0,0,0,0,0,1,28,1,102,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
25794,53,17,556,1,1,32,203,32,32,32,0,203,203,203,0,4226618705,3597122302,556,0,556,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1798561151,1798561151,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
26417,53,17,534,1,1,32,184,32,32,32,0,184,184,184,0,404494382,3745318352,534,0,534,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1872659176,1872659176,32,184,8266666667,8775724092,7701333333,0,0,0,0,0,0,0,0,1,124,32,184,0,0,0,0,0,0,1,32,1,184,-1,-1,0,8,0,0,0,0,0,0,0,0,GeneralMalware
26507,53,17,574,1,1,32,203,32,32,32,0,203,203,203,0,4094076655,3484320557,574,0,574,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1742160279,1742160279,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
28520,53,17,527,1,1,32,203,32,32,32,0,203,203,203,0,4459203036,3795066414,527,0,527,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1897533207,1897533207,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
28700,53,17,243652,1,1,32,203,32,32,32,0,203,203,203,0,9644903387,8208428414,243652,0,243652,243652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4104214207,4104214207,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
28842,53,17,548,1,1,37,303,37,37,37,0,303,303,303,0,6204379562,3649635036,548,0,548,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1824817518,1824817518,37,303,1256666667,1535751716,2358533333,0,0,0,0,0,0,0,0,1,8,37,303,0,0,0,0,0,0,1,37,1,303,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
29294,53,17,2325,1,1,32,64,32,32,32,0,64,64,64,0,4129032258,8602150538,2325,0,2325,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4301075269,4301075269,32,64,4266666667,1847520861,3413333333,0,0,0,0,0,0,0,0,1,64,32,64,0,0,0,0,0,0,1,32,1,64,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
29363,53,17,533,1,1,37,271,37,37,37,0,271,271,271,0,5778611632,3752345216,533,0,533,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1876172608,1876172608,37,271,115,135099963,18252,0,0,0,0,0,0,0,0,1,7,37,271,0,0,0,0,0,0,1,37,1,271,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
29859,53,17,1323,1,1,32,64,32,32,32,0,64,64,64,0,7256235828,1511715797,1323,0,1323,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7558578987,7558578987,32,64,4266666667,1847520861,3413333333,0,0,0,0,0,0,0,0,1,64,32,64,0,0,0,0,0,0,1,32,1,64,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
29943,53,17,577,1,1,33,395,33,33,33,0,395,395,395,0,7417677643,3466204506,577,0,577,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1733102253,1733102253,33,395,1536666667,2090007974,4368133333,0,0,0,0,0,0,0,0,1,10,33,395,0,0,0,0,0,0,1,33,1,395,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
30778,53,17,43071,1,1,37,303,37,37,37,0,303,303,303,0,789394256,4643495624,43071,0,43071,43071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2321747812,2321747812,37,303,1256666667,1535751716,2358533333,0,0,0,0,0,0,0,0,1,8,37,303,0,0,0,0,0,0,1,37,1,303,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
31201,53,17,1498,1,1,32,64,32,32,32,0,64,64,64,0,6408544726,1335113485,1498,0,1498,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6675567423,6675567423,32,64,4266666667,1847520861,3413333333,0,0,0,0,0,0,0,0,1,64,32,64,0,0,0,0,0,0,1,32,1,64,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
31287,53,17,279632,1,1,32,203,32,32,32,0,203,203,203,0,8403902272,7152257252,279632,0,279632,279632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3576128626,3576128626,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
31396,53,17,564,1,1,32,203,32,32,32,0,203,203,203,0,4166666667,3546099291,564,0,564,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1773049645,1773049645,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
32246,53,17,1054,1,1,32,64,32,32,32,0,64,64,64,0,9108159393,1897533207,1054,0,1054,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9487666034,9487666034,32,64,4266666667,1847520861,3413333333,0,0,0,0,0,0,0,0,1,64,32,64,0,0,0,0,0,0,1,32,1,64,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
32809,80,6,7283004,7,6,1496,104,1350,0,2137142857,5040005669,104,0,1733333333,4245782221,2196895677,1784977737,606917,1537942832,5399759,2,1883245,3138741667,399587174,998749,2,5926910,1185382,2379101721,5426139,282,0,0,0,0,180,136,0.961141858,0.823835879,0,1350,1142857143,3586057249,1285980659,0,0,0,1,0,0,0,0,0,1230769231,2137142857,1733333333,0,0,0,0,0,0,7,1496,6,104,65535,40,2,20,0,0,0,0,0,0,0,0,benign
32837,8001,6,2281374,2,0,0,0,0,0,0,0,0,0,0,0,0,0.876664677,2281374,0,2281374,2281374,2281374,2281374,0,2281374,2281374,0,0,0,0,0,0,0,0,0,64,0,0.876664677,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1386,-1,0,32,0,0,0,0,0,0,0,0,adware
