Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Win Bytes Fwd,Init Win Bytes Bwd,Act Data Pkt Fwd,Min Seg Size Fwd,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
54797,443,6,286837,14,13,435,4556,199,0,3107142857,5488094006,1338,0,3504615385,5666557767,174001262,9413011571,1103219231,2882399286,143124,2,258378,1987523077,4024540773,143124,2,257257,2143808333,5041907128,174267,10,0,0,0,0,456,424,4880820815,4532190756,0,1338,7,4133384072,1708486389,0,0,0,1,0,0,0,0,0,1848518519,3107142857,3504615385,0,0,0,0,0,0,14,435,13,4556,65535,341,6,32,0,0,0,0,0,0,0,0,GeneralMalware
8001,50138,6,216657,1,1,0,0,0,0,0,0,0,0,0,0,0,9231181083,216657,0,216657,216657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4615590542,4615590542,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,61,1386,0,32,0,0,0,0,0,0,0,0,adware
32894,80,6,86997,5,3,119,665,119,0,1,5321841786,665,0,2216666667,383937929,9011805005,9195719393,1242814286,1497778256,34543,1500,86997,21749.25,202290263,40497,1500,46406,23203,2980030819,44275,2131,0,0,0,0,168,104,574732462,3448394772,0,665,8711111111,220252948,4851136111,0,0,0,1,0,0,0,0,0,98,1,2216666667,0,0,0,0,0,0,5,119,3,665,65535,40,1,32,0,0,0,0,0,0,0,0,benign
35163,443,6,208123,12,7,4389,913,1338,0,365.75,5558835923,649,0,1304285714,2376158364,2547531988,9129216857,1156238889,1701110471,64185,3,208123,1892027273,2471565033,75871,3,185894,3098233333,2335612474,64185,4188,0,0,0,0,392,232,5765821173,3363395684,0,1338,11,4620684502,2135072526,0,0,0,1,0,0,0,0,0,2790526316,365.75,1304285714,0,0,0,0,0,0,12,4389,7,913,65535,298,7,32,0,0,0,0,0,0,0,0,GeneralMalware
60439,443,6,209501,10,9,1379,4832,1039,0,6,3250690354,1338,0,5368888889,5566909925,2964663653,9069169121,1163894444,1545234108,55622,2,209501,2327788889,3381743927,104999,2,156545,19568125,2351950058,63045,147,0,0,0,0,328,296,4773246906,4295922215,0,1338,13,4749433734,2255712079,0,0,0,1,0,0,0,0,0,3268947368,6,5368888889,0,0,0,0,0,0,10,1379,9,4832,65535,251,3,32,0,0,0,0,0,0,0,0,adware
43810,443,6,222376,2,0,0,0,0,0,0,0,0,0,0,0,0,8993776307,222376,0,222376,222376,222376,222376,0,222376,222376,0,0,0,0,0,0,0,0,0,64,0,8993776307,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1839,-1,0,32,0,0,0,0,0,0,0,0,benign
41397,8001,6,222970,1,1,0,0,0,0,0,0,0,0,0,0,0,8969816567,222970,0,222970,222970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,44,4484908284,4484908284,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1386,61,0,32,0,0,0,0,0,0,0,0,adware
60439,443,6,222984,1,1,0,0,0,0,0,0,0,0,0,0,0,8969253399,222984,0,222984,222984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,44846267,44846267,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,251,251,0,32,0,0,0,0,0,0,0,0,adware
8001,39409,6,226267,1,1,0,0,0,0,0,0,0,0,0,0,0,8839114851,226267,0,226267,226267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4419557426,4419557426,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,61,1386,0,32,0,0,0,0,0,0,0,0,adware
43861,443,6,183999,10,6,1330,909,690,0,133,2520454104,645,0,6,2489295081,1216854439,8695699433,12266.6,9337770503,29180,2,183999,2044433333,1626463632,43504,2,160845,32169,2693243739,64256,69,0,0,0,0,328,200,5434812146,3260887287,0,690,1317058824,2373401474,5633034559,0,0,0,1,0,0,0,0,0,1399375,133,6,0,0,0,0,0,0,10,1330,6,909,65535,246,5,32,0,0,0,0,0,0,0,0,GeneralMalware
37515,443,6,6226433,19,35,2056,22083,1338,0,1082105263,3039683059,1338,0,6309428571,6189941054,3876858548,8672702332,1174798679,7229590267,5260130,2,6205253,3447362778,1240605621,5288251,2,6197630,1822832353,9059238454,5288127,3,0,0,0,0,628,1128,3051506376,5621195956,0,1338,4388909091,5813708472,337992062,0,0,0,1,0,0,0,0,1,4470185185,1082105263,6309428571,0,0,0,0,0,0,19,2056,35,22083,65535,383,8,32,375873,0,375873,375873,5260130,0,5260130,5260130,GeneralMalware
55616,80,6,323250,13,15,955,11456,709,0,7346153846,2026987154,1024,0,7637333333,4489568014,3839443155,8662026295,1197222222,2949188458,95471,2,323250,26937.5,4584990208,113745,2,213247,1523192857,3569177698,100087,2,0,0,0,0,280,304,4021655066,464037123,0,1024,4279655172,4936350939,2436756059,0,0,0,1,0,0,0,0,1,18,7346153846,7637333333,0,0,0,0,0,0,13,955,15,11456,65535,12053,2,20,0,0,0,0,0,0,0,0,benign
29294,53,17,2325,1,1,32,64,32,32,32,0,64,64,64,0,4129032258,8602150538,2325,0,2325,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4301075269,4301075269,32,64,4266666667,1847520861,3413333333,0,0,0,0,0,0,0,0,1,64,32,64,0,0,0,0,0,0,1,32,1,64,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
60955,443,6,8717253,28,46,966,51714,618,0,1,122007134,1338,0,1124217391,448376177,6043188147,8488912734,1194144247,9984550049,8533001,2,8717253,3228612222,1640890954,8533001,2,174439,3876422222,1341340206,73637,2,0,0,0,0,904,1480,3212021035,52768917,0,1338,29,6432334073,4137492162,0,0,0,1,0,0,0,0,1,7118918919,1,1124217391,0,0,0,0,0,0,28,966,46,51714,65535,978,4,32,184250,0,184250,184250,8533001,0,8533001,8533001,benign
40602,443,6,295625,13,12,867,8913,548,0,6669230769,1542624304,1338,0,742.75,6376515328,3308245243,8456659619,1231770833,2014506776,71074,2,295625,2463541667,3686652597,125376,2,252236,2293054545,3313476055,82973,77,0,0,0,0,424,392,4397463002,4059196617,0,1338,3761538462,5570395097,3102930154,0,0,0,1,0,0,0,0,0,16,6669230769,742.75,0,0,0,0,0,0,13,867,12,8913,65535,79,4,32,0,0,0,0,0,0,0,0,benign
48874,80,6,2014496,7,10,964,8048,964,0,1377142857,364357752,1012,0,34,4244308084,4473575525,8438835322,125906,467549.4,1878128,2,2014496,3357493333,7565045662,1878128,2,94422,1049133333,2088164209,50816,2,0,0,0,0,232,328,3474814544,4964020777,0,1012,5006666667,51538632,2656230588,0,0,0,1,0,0,0,0,1,5301176471,1377142857,34,0,0,0,0,0,0,7,964,10,8048,65535,48,1,32,0,0,0,0,0,0,0,0,benign
48049,80,6,82959,3,4,417,194,417,0,139,2407550623,194,0,2,97,7365083957,8437903061,13826.5,1616073635,34237,12,46883,23441.5,1829214532,36376,10507,48875,1629166667,2664083483,47036,12,0,0,0,0,104,136,3616244169,4821658892,0,417,76375,1534646888,2355141071,0,0,0,1,0,0,0,0,1,8728571429,139,2,0,0,0,0,0,0,3,417,4,194,65535,75,1,32,0,0,0,0,0,0,0,0,benign
443,35163,6,2383,2,0,0,0,0,0,0,0,0,0,0,0,0,8392782207,2383,0,2383,2383,2383,2383,0,2383,2383,0,0,0,0,0,0,0,0,0,64,0,8392782207,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,298,-1,0,32,0,0,0,0,0,0,0,0,GeneralMalware
38753,443,6,239918,1,1,0,0,0,0,0,0,0,0,0,0,0,8336181529,239918,0,239918,239918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4168090764,4168090764,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,361,361,0,32,0,0,0,0,0,0,0,0,adware
28700,53,17,243652,1,1,32,203,32,32,32,0,203,203,203,0,9644903387,8208428414,243652,0,243652,243652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4104214207,4104214207,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
39055,53,17,243723,1,1,32,203,32,32,32,0,203,203,203,0,9642093688,8206037182,243723,0,243723,243723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4103018591,4103018591,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
38753,443,6,257125,11,10,1511,6017,643,0,1373636364,2295252808,1338,0,25,5920291003,2927758872,8167233836,12856.25,181284064,62001,2,257125,25712.5,3055514206,97621,2,188684,2096488889,2517794801,62001,13,0,0,0,0,360,328,4278074866,3889158969,0,1338,3421818182,4846867065,2349212035,0,0,0,1,0,0,0,0,0,3584761905,1373636364,25,0,0,0,0,0,0,11,1511,10,6017,65535,361,4,32,0,0,0,0,0,0,0,0,adware
42050,443,6,244972,1,1,0,0,0,0,0,0,0,0,0,0,0,8164198357,244972,0,244972,244972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4082099179,4082099179,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,404,404,0,32,0,0,0,0,0,0,0,0,benign
59002,443,6,245258,1,1,0,0,0,0,0,0,0,0,0,0,0,8154677931,245258,0,245258,245258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4077338965,4077338965,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,494,494,0,32,0,0,0,0,0,0,0,0,adware
45519,443,6,5915626,25,23,1979,16479,1338,0,3,2684586685,1338,0,7164782609,6371753626,3120210777,8114103224,125864383,8035097125,5516050,1,5915626,2464844167,1131381378,5556625,1,358597,1629986364,2787719491,82669,2,0,0,0,0,808,744,4226095429,3888007795,0,1338,3766938776,571401829,3265000502,0,0,0,1,0,0,0,0,0,3845416667,3,7164782609,0,0,0,0,0,0,25,1979,23,16479,65535,383,7,32,399574,0,399574,399574,5516050,0,5516050,5516050,GeneralMalware
51562,443,6,235499,10,9,1498,5432,643,0,6,2390159455,1338,0,6035555556,6127373236,2942687655,8067974811,1308327778,1664833336,52957,2,235499,2616655556,3164912448,97245,2,191772,23971.5,2583381421,58952,198,0,0,0,0,328,296,4246302532,3821672279,0,1338,14,4930785675,2431264737,0,0,0,1,0,0,0,0,0,3647368421,6,6035555556,0,0,0,0,0,0,10,1498,9,5432,65535,361,4,32,0,0,0,0,0,0,0,0,adware
80,55307,6,2483,1,1,0,0,0,0,0,0,0,0,0,0,0,8054772453,2483,0,2483,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4027386226,4027386226,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16,1386,0,20,0,0,0,0,0,0,0,0,GeneralMalware
53851,443,6,249434,1,1,0,0,0,0,0,0,0,0,0,0,0,8018153099,249434,0,249434,249434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4009076549,4009076549,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,607,607,0,32,0,0,0,0,0,0,0,0,adware
443,55186,6,2497,2,0,0,0,0,0,0,0,0,0,0,0,0,8009611534,2497,0,2497,2497,2497,2497,0,2497,2497,0,0,0,0,0,0,0,0,0,64,0,8009611534,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
80,33663,6,2540,1,1,0,0,0,0,0,0,0,0,0,0,0,7874015748,2540,0,2540,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3937007874,3937007874,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16,1386,0,20,0,0,0,0,0,0,0,0,GeneralMalware
34364,80,6,2797877,12,10,199,7625,199,0,1658333333,5744635178,1012,0,32,4278663473,2796405989,7863104776,1332322381,5910102569,2712243,1,2797877,2543524545,8153362746,2712243,1,38859,4317666667,1199642639,36241,2,0,0,0,0,392,328,4288966241,3574138534,0,1012,340173913,4690303976,2199895138,0,0,0,1,0,0,0,0,0,3556363636,1658333333,32,0,0,0,0,0,0,12,199,10,7625,65535,45,1,32,0,0,0,0,0,0,0,0,benign
40762,443,6,801375,38,25,29865,7425,1338,0,7859210526,6091341388,1338,0,297,4279042923,4653252223,7861488067,1292540323,1735811276,46796,2,801375,2165878378,3079450501,85251,2,756853,3153554167,3558655143,97271,11,0,0,0,0,1224,808,4741849945,3119638122,0,1338,58265625,591911062,3503587054,0,0,0,1,0,0,0,0,0,5919047619,7859210526,297,0,0,0,0,0,0,38,29865,25,7425,65535,830,29,32,0,0,0,0,0,0,0,0,adware
51602,443,6,305748,14,10,3720,934,1338,0,2657142857,4826034251,588,0,4,1805511316,1522168583,7849601633,132933913,1930498429,64235,2,305748,2351907692,3426910917,118748,2,240398,2671088889,3204847321,81197,10,0,0,0,0,456,328,4578934286,3270667347,0,1338,8,3835400544,1471029733,0,0,0,1,0,0,0,0,0,1939166667,2657142857,4,0,0,0,0,0,0,14,3720,10,934,65535,404,7,32,0,0,0,0,0,0,0,0,benign
46655,5228,6,50995,2,2,33,33,33,0,1,2333452378,33,0,1,2333452378,1294244534,7843906265,1699833333,2124345933,40971,510,50995,50995,0,50995,50995,510,510,0,510,510,1,0,0,0,64,64,3921953133,3921953133,0,33,1,180748444,14,0,1,0,0,1,0,0,0,1,24.75,1,1,0,0,0,0,0,0,2,33,2,33,1386,349,0,32,0,0,0,0,0,0,0,0,benign
35276,53,17,255399,1,1,32,203,32,32,32,0,203,203,203,0,9201288964,7830884224,255399,0,255399,255399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3915442112,3915442112,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
443,46122,6,384489,2,1,55,0,55,0,1,3889087297,0,0,0,0,1430470052,7802563923,192244.5,6062379989,235112,149377,235112,235112,0,235112,235112,0,0,0,0,0,0,0,0,0,64,32,5201709282,2600854641,0,55,1,1,32,0,0,0,0,1,1,0,0,0,1833333333,1,0,0,0,0,0,0,0,2,55,1,0,350,1672,1,32,0,0,0,0,0,0,0,0,adware
50172,53,17,258389,1,1,32,203,32,32,32,0,203,203,203,0,9094814408,7740267581,258389,0,258389,258389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3870133791,3870133791,32,203,89,9872689603,9747,0,0,0,0,0,0,0,0,1,6,32,203,0,0,0,0,0,0,1,32,1,203,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
40762,443,6,258589,1,1,0,0,0,0,0,0,0,0,0,0,0,7734281041,258589,0,258589,258589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,386714052,386714052,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,830,830,0,32,0,0,0,0,0,0,0,0,adware
46720,80,6,339871,11,15,956,11456,710,0,8690909091,2194381255,1024,0,7637333333,4489568014,3651973837,7649961309,13594.84,2975064816,92688,2,339871,33987.1,4983261122,121124,2,222864,1591885714,3569010504,100020,2,0,0,0,0,240,304,3236522092,4413439217,0,1024,4597037037,4972993847,2473066781,0,0,0,1,0,0,0,0,1,4773846154,8690909091,7637333333,0,0,0,0,0,0,11,956,15,11456,65535,12070,2,20,0,0,0,0,0,0,0,0,benign
23496,53,17,261651,1,1,28,102,28,28,28,0,102,102,102,0,496845034,7643769754,261651,0,261651,261651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3821884877,3821884877,28,102,5266666667,4272391992,1825333333,0,0,0,0,0,0,0,0,1,79,28,102,0,0,0,0,0,0,1,28,1,102,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
60513,443,6,314368,14,10,4157,935,1338,0,2969285714,5058100075,589,0,4,1808555286,1619757736,7634364821,1366817391,2363344257,92693,2,314368,2418215385,406032759,143624,2,264239,2935988889,3720157051,92693,10,0,0,0,0,456,328,4453379479,3180985342,0,1338,203.68,4033693221,162706.81,0,0,0,1,0,0,0,0,0,2121666667,2969285714,4,0,0,0,0,0,0,14,4157,10,935,65535,404,7,32,0,0,0,0,0,0,0,0,benign
443,49740,6,393,3,0,31,0,31,0,1033333333,1789785834,0,0,0,0,7888040712,7633587786,8,2609224023,381,12,393,8,2609224023,381,12,0,0,0,0,0,0,0,0,0,96,0,7633587786,0,0,31,0,1,10,0,0,0,0,1,0,0,0,0,1033333333,1033333333,0,0,0,0,0,0,0,3,31,0,0,120,-1,1,32,0,0,0,0,0,0,0,0,benign
54871,443,6,314492,14,10,3928,937,1338,0,2805714286,4903279459,591,0,4,181464444,1546939191,7631354693,1367356522,2365851755,91882,2,314492,2419169231,4154078461,147125,2,265334,2948155556,3726689311,91882,10,0,0,0,0,456,328,4451623571,3179731122,0,1338,8,390778923,1527081667,0,0,0,1,0,0,0,0,0,2027083333,2805714286,4,0,0,0,0,0,0,14,3928,10,937,65535,404,7,32,0,0,0,0,0,0,0,0,benign
59469,53,17,266277,1,1,28,102,28,28,28,0,102,102,102,0,4882134018,7510975413,266277,0,266277,266277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3755487706,3755487706,28,102,5266666667,4272391992,1825333333,0,0,0,0,0,0,0,0,1,79,28,102,0,0,0,0,0,0,1,28,1,102,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
64676,53,17,266297,1,1,28,102,28,28,28,0,102,102,102,0,488176735,7510411308,266297,0,266297,266297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3755205654,3755205654,28,102,5266666667,4272391992,1825333333,0,0,0,0,0,0,0,0,1,79,28,102,0,0,0,0,0,0,1,28,1,102,-1,-1,0,8,0,0,0,0,0,0,0,0,adware
56529,443,6,294622,13,9,4879,938,1338,0,3753076923,5673595839,592,0,1042222222,1907044689,1974394309,7467195254,1402961905,1969166815,52955,2,294622,2455183333,3320655631,109124,2,229940,28742.5,3279603055,88035,13,0,0,0,0,424,296,4412433559,3054761695,0,1338,2529130435,4578308454,209609083,0,0,0,1,0,0,0,0,0,2644090909,3753076923,1042222222,0,0,0,0,0,0,13,4879,9,938,65535,425,8,32,0,0,0,0,0,0,0,0,benign
54937,443,6,322118,14,10,3935,937,1338,0,2810714286,4906953409,591,0,4,181464444,1512489212,7450685774,1400513043,2406967542,95102,2,322118,2477830769,4158328421,148373,2,267300,29700,378441949,95102,9,0,0,0,0,456,328,4346233368,3104452406,0,1338,194.88,3910928406,152953.61,0,0,0,1,0,0,0,0,0,203,2810714286,4,0,0,0,0,0,0,14,3935,10,937,65535,404,7,32,0,0,0,0,0,0,0,0,benign
42545,8001,6,1208619,5,4,320,263,320,0,64,1431083506,237,0,65.75,1148226894,48236872,7446515403,151077375,1734227737,473251,2,1208619,302154.75,2959801692,709494,2,955110,318370,3610421703,710942,565,0,0,0,0,168,136,4136953002,3309562401,0,320,2,1179717951,1391734444,0,0,0,1,0,0,0,0,0,6477777778,64,65.75,0,0,0,0,0,0,5,320,4,263,65535,61,1,32,0,0,0,0,0,0,0,0,adware
45951,443,6,309753,13,10,897,6266,549,0,69,1562119287,1338,0,26,6138968788,2312487692,7425271103,1407968182,217384458,70849,2,309753,25812.75,3641876087,121500,2,254853,28317,3688032758,95305,8,0,0,0,0,424,328,4196892363,322837874,0,1338,2984583333,4905614334,2406505199,0,0,0,1,0,0,0,0,0,3114347826,69,26,0,0,0,0,0,0,13,897,10,6266,65535,66,4,32,0,0,0,0,0,0,0,0,benign
56533,443,6,324244,14,10,4338,938,1338,0,3098571429,5228136684,592,0,4,181768962,1627169662,7401833187,1409756522,2491454373,99412,2,324244,2494184615,4398336345,157749,2,274036,3044844444,3909263043,99412,10,0,0,0,0,456,328,4317736026,3084097161,0,1338,9,4168033589,173725.04,0,0,0,1,0,0,0,0,0,2198333333,3098571429,4,0,0,0,0,0,0,14,4338,10,938,65535,404,7,32,0,0,0,0,0,0,0,0,benign
80,57041,6,2713,1,1,0,0,0,0,0,0,0,0,0,0,0,7371913011,2713,0,2713,2713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3685956506,3685956506,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16,1386,0,20,0,0,0,0,0,0,0,0,GeneralMalware
