Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Win Bytes Fwd,Init Win Bytes Bwd,Act Data Pkt Fwd,Min Seg Size Fwd,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,33016,6,22,3,0,31,0,31,0,1033333333,1789785834,0,0,0,0,1409090909,1363636364,11,1414213562,12,10,22,11,1414213562,12,10,0,0,0,0,0,0,0,0,0,96,0,1363636364,0,0,31,0,1,10,0,0,0,0,1,0,0,0,0,1033333333,1033333333,0,0,0,0,0,0,0,3,31,0,0,76,-1,1,32,0,0,0,0,0,0,0,0,benign
8001,33052,6,290984,1,1,0,0,0,0,0,0,0,0,0,0,0,6873230143,290984,0,290984,290984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,3436615072,3436615072,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,61,1386,0,32,0,0,0,0,0,0,0,0,adware
443,33076,6,12404,2,0,0,0,0,0,0,0,0,0,0,0,0,1612383102,12404,0,12404,12404,12404,12404,0,12404,12404,0,0,0,0,0,0,0,0,0,64,0,1612383102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
443,33388,6,15488,2,0,0,0,0,0,0,0,0,0,0,0,0,1291322314,15488,0,15488,15488,15488,15488,0,15488,15488,0,0,0,0,0,0,0,0,0,64,0,1291322314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
443,33537,6,12195,2,0,0,0,0,0,0,0,0,0,0,0,0,16400164,12195,0,12195,12195,12195,12195,0,12195,12195,0,0,0,0,0,0,0,0,0,64,0,16400164,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
80,33663,6,2540,1,1,0,0,0,0,0,0,0,0,0,0,0,7874015748,2540,0,2540,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3937007874,3937007874,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16,1386,0,20,0,0,0,0,0,0,0,0,GeneralMalware
443,33869,6,10512,2,0,0,0,0,0,0,0,0,0,0,0,0,1902587519,10512,0,10512,10512,10512,10512,0,10512,10512,0,0,0,0,0,0,0,0,0,64,0,1902587519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
443,33926,6,6744,2,0,0,0,0,0,0,0,0,0,0,0,0,2965599051,6744,0,6744,6744,6744,6744,0,6744,6744,0,0,0,0,0,0,0,0,0,64,0,2965599051,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
8001,33935,6,427369,2,1,0,0,0,0,0,0,0,0,0,0,0,7019694924,213684.5,1020644999,285855,141514,141514,141514,0,141514,141514,0,0,0,0,0,0,0,0,0,64,44,4679796616,2339898308,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,61,1386,0,32,0,0,0,0,0,0,0,0,adware
80,34137,6,3457,1,1,0,0,0,0,0,0,0,0,0,0,0,5785363032,3457,0,3457,3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,2892681516,2892681516,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16,1386,0,20,0,0,0,0,0,0,0,0,GeneralMalware
443,34169,6,12,2,0,0,0,0,0,0,0,0,0,0,0,0,1666666667,12,0,12,12,12,12,0,12,12,0,0,0,0,0,0,0,0,0,40,0,1666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0,GeneralMalware
8001,34242,6,390524,1,1,0,0,0,0,0,0,0,0,0,0,0,512132417,390524,0,390524,390524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2560662085,2560662085,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,61,1386,0,32,0,0,0,0,0,0,0,0,adware
443,34617,6,12,2,0,0,0,0,0,0,0,0,0,0,0,0,1666666667,12,0,12,12,12,12,0,12,12,0,0,0,0,0,0,0,0,0,64,0,1666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,243,-1,0,32,0,0,0,0,0,0,0,0,GeneralMalware
8001,34709,6,397852,1,1,0,0,0,0,0,0,0,0,0,0,0,5026994963,397852,0,397852,397852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2513497481,2513497481,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,61,1386,0,32,0,0,0,0,0,0,0,0,adware
80,34917,6,9401,1,1,0,0,0,0,0,0,0,0,0,0,0,2127433252,9401,0,9401,9401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1063716626,1063716626,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16,1386,0,20,0,0,0,0,0,0,0,0,GeneralMalware
443,35163,6,2383,2,0,0,0,0,0,0,0,0,0,0,0,0,8392782207,2383,0,2383,2383,2383,2383,0,2383,2383,0,0,0,0,0,0,0,0,0,64,0,8392782207,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,298,-1,0,32,0,0,0,0,0,0,0,0,GeneralMalware
8001,35174,6,461024,1,1,0,0,0,0,0,0,0,0,0,0,0,4338168946,461024,0,461024,461024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2169084473,2169084473,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,61,1386,0,32,0,0,0,0,0,0,0,0,adware
443,35279,6,13,2,0,0,0,0,0,0,0,0,0,0,0,0,1538461538,13,0,13,13,13,13,0,13,13,0,0,0,0,0,0,0,0,0,64,0,1538461538,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,425,-1,0,32,0,0,0,0,0,0,0,0,benign
80,35398,6,30258,1,1,0,0,0,0,0,0,0,0,0,0,0,6609822196,30258,0,30258,30258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,3304911098,3304911098,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16,1386,0,20,0,0,0,0,0,0,0,0,GeneralMalware
443,35441,6,10118,2,0,0,0,0,0,0,0,0,0,0,0,0,1976675232,10118,0,10118,10118,10118,10118,0,10118,10118,0,0,0,0,0,0,0,0,0,64,0,1976675232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
8001,35473,6,7326,1,1,0,0,0,0,0,0,0,0,0,0,0,273000273,7326,0,7326,7326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,1365001365,1365001365,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,61,1386,0,32,0,0,0,0,0,0,0,0,adware
8001,35517,6,382106,1,1,0,0,0,0,0,0,0,0,0,0,0,5234149686,382106,0,382106,382106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2617074843,2617074843,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,61,1386,0,32,0,0,0,0,0,0,0,0,adware
443,35634,6,10074,2,0,0,0,0,0,0,0,0,0,0,0,0,1985308716,10074,0,10074,10074,10074,10074,0,10074,10074,0,0,0,0,0,0,0,0,0,64,0,1985308716,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
443,35892,6,8790,2,0,0,0,0,0,0,0,0,0,0,0,0,2275312856,8790,0,8790,8790,8790,8790,0,8790,8790,0,0,0,0,0,0,0,0,0,64,0,2275312856,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
443,35991,6,4790,2,0,0,0,0,0,0,0,0,0,0,0,0,4175365344,4790,0,4790,4790,4790,4790,0,4790,4790,0,0,0,0,0,0,0,0,0,64,0,4175365344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
8001,36023,6,379939,1,1,0,0,0,0,0,0,0,0,0,0,0,5264002906,379939,0,379939,379939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2632001453,2632001453,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,61,1386,0,32,0,0,0,0,0,0,0,0,adware
443,36047,6,10189,2,0,0,0,0,0,0,0,0,0,0,0,0,1962901168,10189,0,10189,10189,10189,10189,0,10189,10189,0,0,0,0,0,0,0,0,0,64,0,1962901168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
8001,36058,6,340408,1,1,0,0,0,0,0,0,0,0,0,0,0,5875302578,340408,0,340408,340408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2937651289,2937651289,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,61,1386,0,32,0,0,0,0,0,0,0,0,adware
443,36208,6,8999,2,0,0,0,0,0,0,0,0,0,0,0,0,2222469163,8999,0,8999,8999,8999,8999,0,8999,8999,0,0,0,0,0,0,0,0,0,64,0,2222469163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
80,36735,6,45066,1,1,0,0,0,0,0,0,0,0,0,0,0,4437935472,45066,0,45066,45066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,2218967736,2218967736,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16,1386,0,20,0,0,0,0,0,0,0,0,GeneralMalware
443,36775,6,36685,2,0,0,0,0,0,0,0,0,0,0,0,0,5451819545,36685,0,36685,36685,36685,36685,0,36685,36685,0,0,0,0,0,0,0,0,0,64,0,5451819545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
443,36788,6,10086,2,0,0,0,0,0,0,0,0,0,0,0,0,1982946659,10086,0,10086,10086,10086,10086,0,10086,10086,0,0,0,0,0,0,0,0,0,64,0,1982946659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
80,36924,6,8197,1,1,0,0,0,0,0,0,0,0,0,0,0,2439917043,8197,0,8197,8197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1219958521,1219958521,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16,1386,0,20,0,0,0,0,0,0,0,0,GeneralMalware
8001,37038,6,5967,1,1,0,0,0,0,0,0,0,0,0,0,0,3351768058,5967,0,5967,5967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,1675884029,1675884029,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,61,1386,0,32,0,0,0,0,0,0,0,0,adware
443,37091,6,12907,2,0,0,0,0,0,0,0,0,0,0,0,0,1549546758,12907,0,12907,12907,12907,12907,0,12907,12907,0,0,0,0,0,0,0,0,0,64,0,1549546758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
443,37591,6,201,2,0,31,0,31,0,1,2192031022,0,0,0,0,1542288557,9950248756,201,0,201,201,201,201,0,201,201,0,0,0,0,0,1,0,0,0,64,0,9950248756,0,0,31,2066666667,1789785834,3203333333,0,1,0,0,1,0,0,0,0,31,1,0,0,0,0,0,0,0,2,31,0,0,66,-1,0,32,0,0,0,0,0,0,0,0,benign
80,37648,6,4057,1,1,0,0,0,0,0,0,0,0,0,0,0,4929751048,4057,0,4057,4057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,2464875524,2464875524,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16,1386,0,20,0,0,0,0,0,0,0,0,GeneralMalware
443,37861,6,11592,2,0,0,0,0,0,0,0,0,0,0,0,0,1725327812,11592,0,11592,11592,11592,11592,0,11592,11592,0,0,0,0,0,0,0,0,0,64,0,1725327812,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
8001,38141,6,596291,1,1,0,0,0,0,0,0,0,0,0,0,0,3354067058,596291,0,596291,596291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,1677033529,1677033529,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,61,1386,0,32,0,0,0,0,0,0,0,0,adware
80,38528,6,1973,1,1,0,0,0,0,0,0,0,0,0,0,0,1013684744,1973,0,1973,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,506842372,506842372,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16,1386,0,20,0,0,0,0,0,0,0,0,GeneralMalware
443,38562,6,12,2,0,0,0,0,0,0,0,0,0,0,0,0,1666666667,12,0,12,12,12,12,0,12,12,0,0,0,0,0,0,0,0,0,64,0,1666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,243,-1,0,32,0,0,0,0,0,0,0,0,GeneralMalware
443,38634,6,10819,2,0,0,0,0,0,0,0,0,0,0,0,0,1848599686,10819,0,10819,10819,10819,10819,0,10819,10819,0,0,0,0,0,0,0,0,0,64,0,1848599686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
443,38748,6,4034,2,0,0,0,0,0,0,0,0,0,0,0,0,4957858205,4034,0,4034,4034,4034,4034,0,4034,4034,0,0,0,0,0,0,0,0,0,40,0,4957858205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0,GeneralMalware
443,39290,6,13,2,0,0,0,0,0,0,0,0,0,0,0,0,1538461538,13,0,13,13,13,13,0,13,13,0,0,0,0,0,0,0,0,0,64,0,1538461538,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,243,-1,0,32,0,0,0,0,0,0,0,0,GeneralMalware
443,39291,6,576,3,0,31,0,31,0,1033333333,1789785834,0,0,0,0,5381944444,5208333333,288,1258650071,377,199,576,288,1258650071,377,199,0,0,0,0,0,0,0,0,0,96,0,5208333333,0,0,31,0,1,10,0,0,0,0,1,0,0,0,0,1033333333,1033333333,0,0,0,0,0,0,0,3,31,0,0,66,-1,1,32,0,0,0,0,0,0,0,0,benign
8001,39409,6,226267,1,1,0,0,0,0,0,0,0,0,0,0,0,8839114851,226267,0,226267,226267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4419557426,4419557426,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,61,1386,0,32,0,0,0,0,0,0,0,0,adware
80,39419,6,16626,1,1,0,0,0,0,0,0,0,0,0,0,0,1202935162,16626,0,16626,16626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,6014675809,6014675809,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16,1386,0,20,0,0,0,0,0,0,0,0,GeneralMalware
443,39460,6,13,2,0,31,0,31,0,1,2192031022,0,0,0,0,2384615385,1538461538,13,0,13,13,13,13,0,13,13,0,0,0,0,0,1,0,0,0,64,0,1538461538,0,0,31,2066666667,1789785834,3203333333,0,1,0,0,1,0,0,0,0,31,1,0,0,0,0,0,0,0,2,31,0,0,49,-1,0,32,0,0,0,0,0,0,0,0,benign
80,39461,6,2054,1,1,0,0,0,0,0,0,0,0,0,0,0,9737098345,2054,0,2054,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4868549172,4868549172,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16,1386,0,20,0,0,0,0,0,0,0,0,GeneralMalware
443,39613,6,7679,2,0,0,0,0,0,0,0,0,0,0,0,0,2604505795,7679,0,7679,7679,7679,7679,0,7679,7679,0,0,0,0,0,0,0,0,0,64,0,2604505795,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
443,39690,6,11260,2,0,0,0,0,0,0,0,0,0,0,0,0,1776198934,11260,0,11260,11260,11260,11260,0,11260,11260,0,0,0,0,0,0,0,0,0,64,0,1776198934,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
443,39881,6,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1428571429,14,0,14,14,14,14,0,14,14,0,0,0,0,0,0,0,0,0,64,0,1428571429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
443,40157,6,9819,3,0,0,0,0,0,0,0,0,0,0,0,0,3055300947,205,6924696708,9806,13,9819,205,6924696708,9806,13,0,0,0,0,0,0,0,0,0,96,0,3055300947,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
8001,40457,6,451609,1,1,0,0,0,0,0,0,0,0,0,0,0,4428609704,451609,0,451609,451609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2214304852,2214304852,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,61,1386,0,32,0,0,0,0,0,0,0,0,adware
443,40478,6,10046,2,0,0,0,0,0,0,0,0,0,0,0,0,1990842126,10046,0,10046,10046,10046,10046,0,10046,10046,0,0,0,0,0,0,0,0,0,64,0,1990842126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
443,40579,6,10402,2,0,0,0,0,0,0,0,0,0,0,0,0,1922707172,10402,0,10402,10402,10402,10402,0,10402,10402,0,0,0,0,0,0,0,0,0,64,0,1922707172,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
443,40602,6,110,3,0,31,0,31,0,1033333333,1789785834,0,0,0,0,2818181818,2727272727,55,6081118318,98,12,110,55,6081118318,98,12,0,0,0,0,0,0,0,0,0,96,0,2727272727,0,0,31,0,1,10,0,0,0,0,1,0,0,0,0,1033333333,1033333333,0,0,0,0,0,0,0,3,31,0,0,79,-1,1,32,0,0,0,0,0,0,0,0,benign
443,40665,6,8210,2,0,0,0,0,0,0,0,0,0,0,0,0,2436053593,8210,0,8210,8210,8210,8210,0,8210,8210,0,0,0,0,0,0,0,0,0,64,0,2436053593,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,404,-1,0,32,0,0,0,0,0,0,0,0,benign
